,Номенклатура,ДатаПонедельника,МесяцГод,КоличествоОборот,СуммаВыручкиБезНДСОборот,Себестоимость,Месяц,"Высота профиля, %","Высота шины, мм",Индекс нагрузки,Комплектность,Максимальная нагрузка,Наружный диаметр шины,Норма слойности,"Посадочный диаметр, дюйм",Предполагаемый контрагент,Сезон,Ширина профиля,Страна происхождения,Сезонная группа,ОстаткиПередНеделей,ОстаткиПослеНедели,Прогноз
125,49775,2019-05-20,"[5, 2019]",10.0,3125.7,"['1046.76', '523.38', '1044.89']",5.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
126,49775,2019-05-27,"[5.428571428571429, 2019]",18.0,5318.88,"['1568.26', '523.38', '1072.7', '1072.7', '533.85']",5.428571428571429,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
127,49775,2019-06-03,"[6, 2019]",15.0,4758.970000000001,"['2135.41', '1606.55', '256.87']",6.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
128,49775,2019-06-10,"[6, 2019]",17.0,5361.199999999999,"['536.35', '266.93', '533.85', '1067.7', '1072.7', '1067.71']",6.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
129,49775,2019-06-17,"[6, 2019]",5.0,1482.3899999999999,"['1067.71', '255.58']",6.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
130,49775,2019-06-24,"[6.142857142857143, 2019]",12.0,3788.3399999999997,"['536.35', '1067.71', '536.35', '533.86', '533.85']",6.142857142857143,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
131,49775,2019-07-01,"[7, 2019]",2.0,650.54,['523.37'],7.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
132,49775,2019-07-08,"[7, 2019]",10.0,3076.6,"['1067.71', '1072.7', '523.38']",7.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
133,49775,2019-07-15,"[7, 2019]",8.0,2456.46,"['1067.71', '536.35', '533.85']",7.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
134,49775,2019-07-22,"[7, 2019]",22.0,6499.68,"['5351.39', '533.85']",7.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
135,49775,2019-07-29,"[7.714285714285714, 2019]",12.0,3761.62,"['1601.56', '530.28', '533.85', '528.62']",7.714285714285714,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
136,49775,2019-08-05,"[8, 2019]",18.0,5371.7,"['523.79', '4279.37']",8.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
137,49775,2019-08-12,"[8, 2019]",10.0,3020.0,"['1062.36', '536.63', '1085.96']",8.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
138,49775,2019-08-19,"[8, 2019]",14.0,4376.68,"['1628.94', '542.98', '542.98', '1070.01']",8.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
139,49775,2019-08-26,"[8.285714285714286, 2019]",11.0,4092.2400000000002,"['533.85', '271.49', '542.98', '533.85', '1070.01']",8.285714285714286,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
140,49775,2019-09-02,"[9, 2019]",13.0,3908.3900000000003,"['527.03', '2367.97', '542.98']",9.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
141,49775,2019-09-09,"[9, 2019]",14.0,4653.48,"['527.03', '1612.07', '1595.21']",9.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
142,49775,2019-09-16,"[9, 2019]",8.0,2620.0600000000004,"['800.77', '244.11', '535', '534.09']",9.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
143,49775,2019-09-23,"[9, 2019]",19.0,5801.41,"['1594.73', '2384.64', '1068.18']",9.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
144,49775,2019-09-30,"[10.0, 2019]",22.0,6552.900000000001,"['527.03', '1068.18', '1587.6', '2422.42', '268.18']",10.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
145,49775,2019-10-07,"[10, 2019]",10.0,3364.38,"['1068.18', '1054.06', '533.85']",10.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
146,49775,2019-10-14,"[10, 2019]",19.0,5917.8099999999995,"['534.09', '1603.66', '2418.19', '538.32']",10.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
147,49775,2019-10-21,"[10, 2019]",36.0,10803.74,"['267.05', '541.01', '2164.03', '541', '1073.75', '1068.04', '2426.46', '537.34', '1082.02']",10.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
148,49775,2019-10-28,"[10.571428571428571, 2019]",29.0,8652.57,"['2434.53', '4893.35', '544.47']",10.571428571428571,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
149,49775,2019-11-04,"[11, 2019]",4.0,1386.58,"['541.01', '537.55']",11.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
150,49775,2019-11-11,"[11, 2019]",44.0,13196.03,"['1092.73', '2388.84', '547', '1093.99', '3550.44', '547', '547', '547', '547', '1093.99']",11.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
151,49775,2019-11-18,"[11, 2019]",26.0,7895.4,"['547', '547', '547', '5467.35']",11.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
152,49775,2019-11-25,"[11.285714285714286, 2019]",3.0,1020.7,"['273.23', '542.74']",11.285714285714286,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
153,49775,2019-12-02,"[12, 2019]",12.0,3887.9,"['1092.9', '1093.17', '546.45', '546.45']",12.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
154,49775,2019-12-09,"[12, 2019]",8.0,2497.4,"['1092.91', '1092.9']",12.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
155,49775,2019-12-16,"[12, 2019]",6.0,2209.76,"['1111.89', '527.03']",12.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
156,49775,2019-12-23,"[12, 2019]",0.0,0.0,[],12.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
157,49775,2019-12-30,"[12.857142857142858, 2020]",24.0,7507.120000000001,"['4919.69', '272.24', '272.24', '565.44', '546.46']",12.857142857142858,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
158,49775,2020-01-06,"[1, 2020]",0.0,0.0,[],1.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
159,49775,2020-01-13,"[1, 2020]",2.0,669.72,['565.44'],1.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
160,49775,2020-01-20,"[1, 2020]",3.0,1087.37,"['565.44', '273.49']",1.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
161,49775,2020-01-27,"[1.4285714285714286, 2020]",2.0,761.76,['565.44'],1.4285714285714286,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
162,49775,2020-02-03,"[2, 2020]",7.0,2235.25,"['546.99', '819.67', '565.44']",2.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
163,49775,2020-02-10,"[2, 2020]",0.0,0.0,[],2.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
164,49775,2020-02-17,"[2, 2020]",15.0,4848.5599999999995,"['2000.1', '1142.91', '546.45', '565.44']",2.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
165,49775,2020-02-24,"[2.2857142857142856, 2020]",8.0,2591.6,"['1142.91', '571.46', '546.45']",2.2857142857142856,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
166,49775,2020-03-02,"[3, 2020]",15.0,5084.129999999999,"['565.44', '282.72', '1111.89', '571.46', '1147.07', '565.44']",3.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
167,49775,2020-03-09,"[3, 2020]",2.0,658.76,['546.45'],3.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
168,49775,2020-03-16,"[3, 2020]",6.0,2040.0,['1706.2'],3.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
169,49775,2020-03-23,"[3, 2020]",0.0,0.0,[],3.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
170,49775,2020-03-30,"[3.857142857142857, 2020]",9.0,2936.6,"['848.17', '851.17', '282.72', '582.65']",3.857142857142857,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
171,49775,2020-04-06,"[4, 2020]",12.0,3959.18,"['571.46', '2887.34']",4.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
172,49775,2020-04-13,"[4, 2020]",0.0,0.0,[],4.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
173,49775,2020-04-20,"[4, 2020]",0.0,0.0,[],4.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
174,49775,2020-04-27,"[4.571428571428571, 2020]",4.0,1233.56,['1130.89'],4.571428571428571,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
175,49775,2020-05-04,"[5, 2020]",28.0,9472.52,"['573.54', '577.07', '582.65', '1721', '571.46', '1154.11', '1162.51', '582.65', '1087.72']",5.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
176,49775,2020-05-11,"[5, 2020]",11.0,3514.0,"['1165.29', '271.93', '577.05', '582.65', '582.65']",5.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
177,49775,2020-05-18,"[5, 2020]",16.0,4825.3,"['2739.99', '543.86', '1118.97']",5.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
178,49775,2020-05-25,"[5.142857142857143, 2020]",4.0,1328.4,"['543.86', '543.86']",5.142857142857143,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
179,49775,2020-06-01,"[6, 2020]",27.0,8891.7,"['543.86', '546.45', '291.32', '1151.11', '2320.9', '2889']",6.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
180,49775,2020-06-08,"[6, 2020]",10.0,3333.6,"['2285', '571.93']",6.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
181,49775,2020-06-15,"[6, 2020]",6.0,2222.34,"['1144.1', '546.45']",6.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
182,49775,2020-06-22,"[6, 2020]",5.0,1721.84,"['541.01', '300', '567.05']",6.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
183,49775,2020-06-29,"[6.857142857142857, 2020]",31.0,10571.28,"['2884.34', '580.53', '1170.8', '1161.07', '271.93', '1154.15', '1709.16']",6.857142857142857,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
184,49775,2020-07-06,"[7, 2020]",20.0,6676.66,"['585.84', '580.53', '1161.07', '582.04', '1753.72', '1164.08']",7.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
185,49775,2020-07-13,"[7, 2020]",10.0,3392.54,"['582.04', '582.04', '1724.61']",7.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
186,49775,2020-07-20,"[7, 2020]",4.0,1327.44,"['582.04', '577.7']",7.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
187,49775,2020-07-27,"[7.428571428571429, 2020]",11.0,3707.72,"['291.02', '1153.32', '577.8', '574.87', '582.04']",7.428571428571429,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,0
188,49775,2020-08-03,"[8, 2020]",15.0,4932.28,"['877.8', '300', '1152.58', '1150.91', '857.05']",8.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,11
189,49775,2020-08-10,"[8, 2020]",3.0,999.81,"['285.68', '571.37']",8.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,7
190,49775,2020-08-17,"[8, 2020]",14.0,4550.64,"['1715.31', '1164.08', '1140.56']",8.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,12
191,49775,2020-08-24,"[8, 2020]",19.0,6355.42,"['2848.84', '287.44', '1739.24', '571.36']",8.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,17
192,49775,2020-08-31,"[9.0, 2020]",4.0,1448.44,"['570.28', '570.29']",9.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,10
193,49775,2020-09-07,"[9, 2020]",6.0,1957.4,"['1151.03', '572.58']",9.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,8
194,49775,2020-09-14,"[9, 2020]",8.0,2618.58,"['1140.56', '574.87', '569.63']",9.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,8
195,49775,2020-09-21,"[9, 2020]",17.0,6010.35,"['283.86', '283.86', '570.82', '570.29', '287.44', '572.57', '1129.65', '569.63', '543.86']",9.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,14
196,49775,2020-09-28,"[9.714285714285714, 2020]",10.0,3629.3599999999997,"['574.87', '574.87', '1714.46']",9.714285714285714,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,12
197,49775,2020-10-05,"[10, 2020]",9.0,3152.68,"['2283.57', '283.86']",10.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,11
198,49775,2020-10-12,"[10, 2020]",3.0,1066.44,"['283.86', '569.63']",10.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,7
199,49775,2020-10-19,"[10, 2020]",2.0,664.0,['569.63'],10.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,4
200,49775,2020-10-26,"[10.285714285714286, 2020]",6.0,1984.0,"['1145.37', '569.63']",10.285714285714286,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,6
201,49775,2020-11-02,"[11, 2020]",0.0,0.0,[],11.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,3
202,49775,2020-11-09,"[11, 2020]",3.0,1089.98,"['569.63', '273.23']",11.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,3
203,49775,2020-11-16,"[11, 2020]",0.0,0.0,[],11.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,2
204,49775,2020-11-23,"[11, 2020]",0.0,0.0,[],11.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
205,49775,2020-11-30,"[12.0, 2020]",6.0,2126.0,"['564.25', '1150.71']",12.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,4
206,49775,2020-12-07,"[12, 2020]",0.0,0.0,[],12.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,2
207,49775,2020-12-14,"[12, 2020]",0.0,0.0,[],12.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
208,49775,2020-12-21,"[12, 2020]",3.0,1231.11,['943.09'],12.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,3
209,49775,2020-12-28,"[12.571428571428571, 2021]",0.0,0.0,[],12.571428571428571,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,2
210,49775,2021-01-04,"[1, 2021]",0.0,0.0,[],1.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
211,49775,2021-01-11,"[1, 2021]",0.0,0.0,[],1.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
212,49775,2021-01-18,"[1, 2021]",0.0,0.0,[],1.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
213,49775,2021-01-25,"[1.1428571428571428, 2021]",2.0,728.34,['573.12'],1.1428571428571428,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,2
214,49775,2021-02-01,"[2, 2021]",0.0,0.0,[],2.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
215,49775,2021-02-08,"[2, 2021]",0.0,0.0,[],2.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
216,49775,2021-02-15,"[2, 2021]",0.0,0.0,[],2.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
217,49775,2021-02-22,"[2.142857142857143, 2021]",0.0,0.0,[],2.142857142857143,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
218,49775,2021-03-01,"[3, 2021]",0.0,0.0,[],3.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
219,49775,2021-03-08,"[3, 2021]",0.0,0.0,[],3.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
220,49775,2021-03-15,"[3, 2021]",0.0,0.0,[],3.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
221,49775,2021-03-22,"[3, 2021]",0.0,0.0,[],3.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
222,49775,2021-03-29,"[3.7142857142857144, 2021]",0.0,0.0,[],3.7142857142857144,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
223,49775,2021-04-05,"[4, 2021]",0.0,0.0,[],4.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
224,49775,2021-04-12,"[4, 2021]",0.0,0.0,[],4.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
225,49775,2021-04-19,"[4, 2021]",0.0,0.0,[],4.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
226,49775,2021-04-26,"[4.428571428571429, 2021]",0.0,0.0,[],4.428571428571429,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
227,49775,2021-05-03,"[5, 2021]",0.0,0.0,[],5.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
228,49775,2021-05-10,"[5, 2021]",0.0,0.0,[],5.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
229,49775,2021-05-17,"[5, 2021]",0.0,0.0,[],5.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
230,49775,2021-05-24,"[5, 2021]",0.0,0.0,[],5.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
231,49775,2021-05-31,"[6.0, 2021]",0.0,0.0,[],6.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
232,49775,2021-06-07,"[6, 2021]",0.0,0.0,[],6.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
233,49775,2021-06-14,"[6, 2021]",0.0,0.0,[],6.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
234,49775,2021-06-21,"[6, 2021]",0.0,0.0,[],6.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
235,49775,2021-06-28,"[6.714285714285714, 2021]",0.0,0.0,[],6.714285714285714,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
236,49775,2021-07-05,"[7, 2021]",0.0,0.0,[],7.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
237,49775,2021-07-12,"[7, 2021]",0.0,0.0,[],7.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
238,49775,2021-07-19,"[7, 2021]",0.0,0.0,[],7.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
239,49775,2021-07-26,"[7.285714285714286, 2021]",0.0,0.0,[],7.285714285714286,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
240,49775,2021-08-02,"[8, 2021]",0.0,0.0,[],8.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
241,49775,2021-08-09,"[8, 2021]",0.0,0.0,[],8.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
242,49775,2021-08-16,"[8, 2021]",0.0,0.0,[],8.0,,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0,1
